Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-30 09:15:00,53528.6015625,53716.25,53110.1015625,53240.8515625,53240.8515625,0
2024-09-30 10:15:00,53242.8515625,53357.6015625,53184.30078125,53247.30078125,53247.30078125,0
2024-09-30 11:15:00,53249.25,53301.5,53075.8984375,53103.1484375,53103.1484375,0
2024-09-30 12:15:00,53097.94921875,53141.55078125,53040.55078125,53070.05078125,53070.05078125,0
2024-09-30 13:15:00,53070.6484375,53090.75,52956.1015625,53022.55078125,53022.55078125,0
2024-09-30 14:15:00,53011.05078125,53073.1015625,52932.1015625,53000.44921875,53000.44921875,0
2024-09-30 15:15:00,52999.75,53019.0,52963.75,52989.69921875,52989.69921875,0
